scientific_name,common_name,iconic_taxon_name,taxon_kingdom,taxon_id
Berkheya bipinnatifida bipinnatifida,,Plantae,Plantae,597959.0
Berkheya radula,Rasp African Thistle,Plantae,Plantae,147956.0
Berkheya umbellata,Umbel African Thistle,Plantae,Plantae,581112.0
Betula papyrifera,paper birch,Plantae,Plantae,49883.0
Biancaea decapetala,Mysore Thorn,Plantae,Plantae,1065370.0
Bicyclus safitza safitza,Bush Brown,Insecta,Animalia,340019.0
Bidens,Beggarticks,Plantae,Plantae,50204.0
Bidens alba,White beggarticks,Plantae,Plantae,1095846.0
Bidens pilosa,Hairy Beggarticks,Plantae,Plantae,50203.0
Biorhiza pallida,Oak Apple Gall Wasp,Insecta,Animalia,127837.0
Bitis arietans,Puff Adder,Reptilia,Animalia,30851.0
Blattidae,Household Cockroaches,Insecta,Animalia,82232.0
Blattodea,Cockroaches and Termites,Insecta,Animalia,81769.0
Blenina senex,,Insecta,Animalia,244300.0
Blepharis sericea,Silky Lashes,Plantae,Plantae,581180.0
Blepharomastix ranalis,Hollow-spotted Blepharomastix Moth,Insecta,Animalia,143484.0
Blepharucha zaide,,Insecta,Animalia,653281.0
Boaedon capensis,Cape House Snake,Reptilia,Animalia,539396.0
Bobgunnia madagascariensis,Ironheart,Plantae,Plantae,468544.0
Bocchoris inspersalis,Dotted Sable,Insecta,Animalia,202668.0
Boiga irregularis,Brown Tree Snake,Reptilia,Animalia,27686.0
Boisea trivittata,Eastern Boxelder Bug,Insecta,Animalia,53227.0
Bombomyia discoidea,White-tailed Bee Fly,Insecta,Animalia,511403.0
Bombus,Bumble Bees,Insecta,Animalia,52775.0
Bombus appositus,White-shouldered Bumble Bee,Insecta,Animalia,320050.0
Bombus argillaceus,Clay Bumble Bee,Insecta,Animalia,534670.0
Bombus bifarius,Colorado Black-notched Bumble Bee,Insecta,Animalia,1020324.0
Bombus centralis,Great Basin Bumble Bee,Insecta,Animalia,321463.0
Bombus fervidus,Golden Northern Bumble Bee,Insecta,Animalia,52774.0
Bombus flavifrons,Yellow-fronted Bumble Bee,Insecta,Animalia,119308.0
Bombus griseocollis,Brown-belted Bumble Bee,Insecta,Animalia,120215.0
Bombus hortorum,Garden Bumble Bee,Insecta,Animalia,121989.0
Bombus huntii,Hunt's Bumble Bee,Insecta,Animalia,154043.0
Bombus hypnorum,Tree Bumble Bee,Insecta,Animalia,61803.0
Bombus impatiens,Common Eastern Bumble Bee,Insecta,Animalia,118970.0
Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Insecta,Animalia,143036.0
Bombus kirbiellus,Golden-belted Bumble Bee,Insecta,Animalia,704572.0
Bombus lapidarius,Red-tailed Bumble Bee,Insecta,Animalia,57619.0
Bombus melanopygus,Black-tailed Bumble Bee,Insecta,Animalia,130222.0
Bombus mixtus,Fuzzy-Horned Bumble Bee,Insecta,Animalia,319125.0
Bombus mucidus,,Insecta,Animalia,433297.0
Bombus nevadensis,Nevada Bumble Bee,Insecta,Animalia,341001.0
Bombus occidentalis,Western Bumble Bee,Insecta,Animalia,82371.0
Bombus pascuorum,Common Carder Bumble Bee,Insecta,Animalia,55637.0
Bombus pratorum,Early Bumble Bee,Insecta,Animalia,124910.0
Bombus rufocinctus,Red-belted Bumble Bee,Insecta,Animalia,144011.0
Bombus sonorus,Sonoran Bumble Bee,Insecta,Animalia,57690.0
Bombus sylvicola,Forest Bumble Bee,Insecta,Animalia,450489.0
Bombus terrestris,Buff-tailed Bumble Bee,Insecta,Animalia,57516.0
Bombus vancouverensis nearcticus,Nearctic Bumble Bee,Insecta,Animalia,1020323.0
Bombus vandykei,Van Dyke's Bumble Bee,Insecta,Animalia,125138.0
Bombus vosnesenskii,Yellow-faced Bumble Bee,Insecta,Animalia,57689.0
Bombycilla cedrorum,Cedar Waxwing,Aves,Animalia,7428.0
Bostra carnicolor,,Insecta,Animalia,653548.0
Botaurus lentiginosus,American Bittern,Aves,Animalia,5034.0
Botaurus sinensis,Yellow Bittern,Aves,Animalia,1583066.0
Bracharoa mixta,Mixed Vapourer,Insecta,Animalia,430445.0
Brachycera,Brachyceran Flies,Insecta,Animalia,48091.0
Brachycerus labrusca,Foxy Lily Weevil,Insecta,Animalia,632244.0
Brachylaena discolor,Coast Silver-oak,Plantae,Plantae,567699.0
Brachylaena uniflora,Natal Silver Oak,Plantae,Plantae,581266.0
Brachyleptura rubrica,Red-winged Longhorn Beetle,Insecta,Animalia,215388.0
Brachymyrmex obscurior,Seaside Rover Ant,Insecta,Animalia,266076.0
Brachystegia allenii,,Plantae,Plantae,801785.0
Brachystegia boehmii,Prince-Of-Wales Feathers,Plantae,Plantae,581278.0
Brachystegia glaucescens,,Plantae,Plantae,416763.0
Brachystegia spiciformis,msasa,Plantae,Plantae,340265.0
Brachythemis contaminata,Ditch Jewel,Insecta,Animalia,95995.0
Brachytrupes,Giant Burrowing Crickets,Insecta,Animalia,71249.0
Brachyura,True Crabs,Animalia,Animalia,121639.0
Bradypodion damaranum,Knysna Dwarf Chameleon,Reptilia,Animalia,32972.0
Branta canadensis,Canada Goose,Aves,Animalia,7089.0
Brassica,cabbages and mustards,Plantae,Plantae,53113.0
Brassica napus,rapeseed,Plantae,Plantae,75869.0
Brassicaceae,mustard family,Plantae,Plantae,47204.0
Brephidium exilis,Western Pygmy-Blue,Insecta,Animalia,53843.0
Brevoortia tyrannus,Atlantic Menhaden,Actinopterygii,Animalia,51363.0
Bridelia micrantha,Coastal Goldenleaf,Plantae,Plantae,132932.0
Brithys crini,Lily Borer,Insecta,Animalia,132092.0
Brunneria borealis,Northern Grass Mantis,Insecta,Animalia,205331.0
Bubo bubo,Eurasian Eagle-Owl,Aves,Animalia,20059.0
Bucephala albeola,Bufflehead,Aves,Animalia,6993.0
Bucephala clangula,Common Goldeneye,Aves,Animalia,6990.0
Bucorvus leadbeateri,Southern Ground Hornbill,Aves,Animalia,144281.0
Buddleja,butterfly bushes and allies,Plantae,Plantae,64571.0
Bufo bufo,European Toad,Amphibia,Animalia,326296.0
Bulbine frutescens,Wild Kopieva,Plantae,Plantae,428049.0
Bunaea alcinoe,Cabbage Tree Emperor,Insecta,Animalia,210506.0
Bungarus multicinctus,Many-banded Krait,Reptilia,Animalia,30442.0
Buphagus erythroryncha,Red-billed Oxpecker,Aves,Animalia,1584479.0
Burkea africana,wild syringa,Plantae,Plantae,340238.0
Burnsius communis,Common Checkered-Skipper,Insecta,Animalia,1038408.0
Busycon carica,Knobbed Whelk,Mollusca,Animalia,208724.0
Buteo buteo buteo,Western Common Buzzard,Aves,Animalia,512766.0
Buteo buteo vulpinus,Steppe Buzzard,Aves,Animalia,120023.0
Buteo jamaicensis,Red-tailed Hawk,Aves,Animalia,5212.0
Buteo lineatus,Red-shouldered Hawk,Aves,Animalia,5206.0
Buteo swainsoni,Swainson's Hawk,Aves,Animalia,5196.0
Butorides striata atricapilla,Sub-Saharan Striated Heron,Aves,Animalia,516832.0
Byblia anvatara,African Joker,Insecta,Animalia,349166.0
Byblia ilithyia,Spotted Joker,Insecta,Animalia,349135.0
Bycanistes bucinator,Trumpeter Hornbill,Aves,Animalia,507913.0
Cabera,,Insecta,Animalia,130100.0
Cacyreus marshalli,Common Geranium-bronze,Insecta,Animalia,119664.0
Caelifera,"Grasshoppers, Locusts, and Allies",Insecta,Animalia,67688.0
Caenis,Common Square-gills,Insecta,Animalia,174586.0
Caenocoris nerii,Oleander seedbug,Insecta,Animalia,424562.0
Caerostris sexcuspidata,Common Bark Spider,Arachnida,Animalia,372696.0
Cakile maritima,European Searocket,Plantae,Plantae,60982.0
Calendula arvensis,field marigold,Plantae,Plantae,59260.0
Calidris alba,Sanderling,Aves,Animalia,3849.0
Calidris minutilla,Least Sandpiper,Aves,Animalia,3864.0
Callianassidae,Ghost Shrimps,Animalia,Animalia,56657.0
Callicarpa americana,American beautyberry,Plantae,Plantae,49193.0
Callimus cyanipennis,,Insecta,Animalia,768438.0
Callinectes,Blue Crabs,Animalia,Animalia,49507.0
Callinectes sapidus,Atlantic Blue Crab,Animalia,Animalia,49504.0
Calliphoridae,Blow Flies,Insecta,Animalia,61860.0
Callistethus lubricus,,Insecta,Animalia,1619369.0
Callophrys gryneus,Juniper Hairstreak,Insecta,Animalia,84239.0
Callosamia promethea,Promethea Silkmoth,Insecta,Animalia,81580.0
Calochortus excavatus,Inyo star-tulip,Plantae,Plantae,64427.0
Calochortus kennedyi kennedyi,snakeleaf mariposa,Plantae,Plantae,64433.0
Calodiplosis parinarii,Mobola Stem Gall Midge,Insecta,Animalia,654951.0
Calopteryx maculata,Ebony Jewelwing,Insecta,Animalia,84481.0
Calopteryx splendens,Banded Demoiselle,Insecta,Animalia,51824.0
Calopteryx virgo,Beautiful Demoiselle,Insecta,Animalia,61536.0
Calosoma sycophanta,Agreeable Caterpillar Hunter,Insecta,Animalia,82764.0
Calotes emma,forest garden lizard,Reptilia,Animalia,31271.0
Calotes versicolor,Oriental Garden Lizard,Reptilia,Animalia,31281.0
Calotropis procera,giant milkweed,Plantae,Plantae,120917.0
Calyptocarpus vialis,straggler daisy,Plantae,Plantae,84405.0
Calyptratae,Calyptrate Flies,Insecta,Animalia,342767.0
Calyptridium,pussypaws,Plantae,Plantae,72027.0
Camassia,camas,Plantae,Plantae,62219.0
Campanula poscharskyana,Trailing bellflower,Plantae,Plantae,336005.0
Camponotus,"Carpenter Ants, Typical Sugar Ants and Allies",Insecta,Animalia,62781.0
Camponotus atriceps,Tropical Carpenter Ant,Insecta,Animalia,300404.0
Camponotus chrysurus,,Insecta,Animalia,655162.0
Camponotus cinctellus,Shiny sugar ant,Insecta,Animalia,575039.0
Camponotus cruentatus,Blood-spotted Sugar Ant,Insecta,Animalia,131030.0
Camponotus etiolipes,Long-legged Sugar Ant,Insecta,Animalia,604090.0
Camponotus maculatus,Spotted Sugar Ant,Insecta,Animalia,426243.0
Camponotus nicobarensis,Nicobar Carpenter Ant,Insecta,Animalia,362770.0
Camponotus ocreatus,,Insecta,Animalia,68956.0
Camponotus pennsylvanicus,Eastern Black Carpenter Ant,Insecta,Animalia,129902.0
Camponotus rubrithorax,,Insecta,Animalia,266034.0
Camponotus vagus,Hairy Carpenter Ant,Insecta,Animalia,343182.0
Campostoma oligolepis,Largescale Stoneroller,Actinopterygii,Animalia,96632.0
Campsomeriella caelebs,,Insecta,Animalia,655253.0
Camptogramma bilineata,Yellow Shell Moth,Insecta,Animalia,61972.0
Camptonotus carolinensis,Carolina Leafroller Cricket,Insecta,Animalia,215979.0
Canavalia bonariensis,,Plantae,Plantae,568684.0
Cancer irroratus,Atlantic Rock Crab,Animalia,Animalia,53739.0
Cancer productus,Red Rock Crab,Animalia,Animalia,47826.0
Canis familiaris,Domestic Dog,Mammalia,Animalia,47144.0
Canis latrans,Coyote,Mammalia,Animalia,42051.0
Cantharis livida,,Insecta,Animalia,320288.0
Capra pyrenaica,Iberian Ibex,Mammalia,Animalia,42350.0
Capsella bursa-pastoris,shepherd's-purse,Plantae,Plantae,56121.0
Carabidae,Ground Beetles,Insecta,Animalia,49567.0
Carabus coriaceus,,Insecta,Animalia,360830.0
Caracara plancus,Crested Caracara,Aves,Animalia,4715.0
Carassius auratus,Goldfish,Actinopterygii,Animalia,58612.0
Carcharodon carcharias,Great White Shark,Animalia,Animalia,50873.0
Carcinoscorpius rotundicauda,Mangrove Horseshoe Crab,Animalia,Animalia,362577.0
Carcinus maenas,European Green Crab,Animalia,Animalia,52523.0
Cardamine pratensis,Cuckooflower,Plantae,Plantae,54531.0
Cardinalis cardinalis,Northern Cardinal,Aves,Animalia,9083.0
Cardiospermum grandiflorum,Showy Balloon Vine,Plantae,Plantae,159852.0
Carduelis carduelis,European Goldfinch,Aves,Animalia,9398.0
Carduoideae,Thistles and Allies,Plantae,Plantae,201654.0
Carduus nutans,musk thistle,Plantae,Plantae,76007.0
Cariblatta minima,Least Yellow Cockroach,Insecta,Animalia,563628.0
Caridea,Caridean Shrimps,Animalia,Animalia,342912.0
Carlisis wahlbergi,Gardenia Twig WIlter,Insecta,Animalia,337518.0
Carterocephalus skada,Western Arctic Skipper,Insecta,Animalia,1268537.0
Cascabela thevetia,Be-still tree,Plantae,Plantae,277115.0
Cassida deflorata,,Insecta,Animalia,544822.0
Cassida granulicollis,,Insecta,Animalia,567840.0
Castilleja occidentalis,western paintbrush,Plantae,Plantae,117497.0
Castor canadensis,American Beaver,Mammalia,Animalia,43794.0
Catacroptera cloanthe,Pirate,Insecta,Animalia,418207.0
Cataglyphis velox,,Insecta,Animalia,472199.0
Catalebeda cuneilinea,Toothed Cream Spot,Insecta,Animalia,605507.0
Catantopinae,Spur-throated Grasshoppers,Insecta,Animalia,437924.0
Catharanthus roseus,Madagascar Periwinkle,Plantae,Plantae,62924.0
Catharsius pandion,,Insecta,Animalia,433415.0
Cathartes aura,Turkey Vulture,Aves,Animalia,4756.0
Catharus guttatus,Hermit Thrush,Aves,Animalia,12890.0
Catocala vidua,Widow Underwing,Insecta,Animalia,147474.0
Catopsilia florella,African Migrant,Insecta,Animalia,203124.0
Cauchas rufimitrella,Meadow Longhorn,Insecta,Animalia,320313.0
Causus rhombeatus,Rhombic Night Adder,Reptilia,Animalia,30820.0
Ceanothus,Ceanothus,Plantae,Plantae,49674.0
Ceanothus americanus,New Jersey tea,Plantae,Plantae,129315.0
Cebidichthys violaceus,Monkey-faced Prickleback,Actinopterygii,Animalia,61376.0
Cebus imitator,Central American White-faced Capuchin,Mammalia,Animalia,1369296.0
Cecidothyris pexa,,Insecta,Animalia,622662.0
Cecropterus dorantes dorantes,,Insecta,Animalia,1458859.0
Celastrina argiolus,Holly Blue,Insecta,Animalia,55640.0
Celastrina echo,Echo Azure,Insecta,Animalia,52484.0
Celastrus orbiculatus,Oriental bittersweet,Plantae,Plantae,64540.0
Celithemis eponina,Halloween Pennant,Insecta,Animalia,50147.0
Celithemis fasciata,Banded Pennant,Insecta,Animalia,96907.0
Celtis africana,White Stinkwood,Plantae,Plantae,133950.0
Celtis laevigata,sugar hackberry,Plantae,Plantae,81792.0
Celtis occidentalis,common hackberry,Plantae,Plantae,54857.0
Cenaeus pectoralis,,Insecta,Animalia,655825.0
Cenchrus,sandburs and fountain grasses,Plantae,Plantae,72039.0
Centaurea,knapweeds,Plantae,Plantae,48160.0
Centaurea jacea,Brown Knapweed,Plantae,Plantae,55713.0
Centaurea nigra,black knapweed,Plantae,Plantae,126575.0
Centaurea solstitialis,Yellow Star-Thistle,Plantae,Plantae,52588.0
Centaurea stoebe,spotted knapweed,Plantae,Plantae,76214.0
Centrobolus richardi,Richards Bay Red Millipede,Animalia,Animalia,704651.0
Centropus burchellii burchellii,,Aves,Animalia,1583338.0
Centruroides gracilis,Slender Brown Scorpion,Arachnida,Animalia,199925.0
Cephalaria leucantha,,Plantae,Plantae,334574.0
Cephalochrysa calopa,,Insecta,Animalia,655940.0
Cephalophorus natalensis,Natal Duiker,Mammalia,Animalia,1431328.0
Cephalophorus natalensis natalensis,Natal Duiker,Mammalia,Animalia,1431328.0
Cephonodes hylas,Pellucid Hawkmoth,Insecta,Animalia,121833.0
Cepphus columba,Pigeon Guillemot,Aves,Animalia,4415.0
Cerambycidae,Longhorn Beetles,Insecta,Animalia,47961.0
Ceramica pisi,Broom Moth,Insecta,Animalia,143145.0
Cerataphis brasiliensis,palm aphid,Insecta,Animalia,656055.0
Ceratomia catalpae,Catalpa Sphinx,Insecta,Animalia,143440.0
Ceratosolen capensis,,Insecta,Animalia,656119.0
Cercopithecus mitis,White-throated Samango,Mammalia,Animalia,147602.0
Cercopithecus mitis erythrarchus,White-throated Samango,Mammalia,Animalia,147602.0
Ceriagrion coromandelianum,Coromandel Marsh Dart,Insecta,Animalia,97060.0
Ceriagrion glabrum,Common Citril,Insecta,Animalia,97063.0
Cerioporus squamosus,Dryad's Saddle,Fungi,Fungi,940028.0
Ceroctis trifurca,,Insecta,Animalia,656348.0
Cerorhinca monocerata,Rhinoceros Auklet,Aves,Animalia,4553.0
Cerurina marshalli,,Insecta,Animalia,697109.0
Cervus canadensis,Wapiti,Mammalia,Animalia,204114.0
Cervus elaphus,Red Deer,Mammalia,Animalia,204113.0
Ceryle rudis,Pied Kingfisher,Aves,Animalia,2662.0
Ceryle rudis rudis,African Pied Kingfisher,Aves,Animalia,516815.0
Cestrum parqui,green cestrum,Plantae,Plantae,76226.0
Cetacea,Cetaceans,Mammalia,Animalia,152871.0
Cethosia luzonica magindanica,,Insecta,Animalia,633009.0
Chaetachme aristata,Thorny Elm,Plantae,Plantae,469317.0
Chaetura pelagica,Chimney Swift,Aves,Animalia,6571.0
Chalcides chalcides,Italian Three-toed Skink,Reptilia,Animalia,53646.0
Chalcides ocellatus,Ocellated Bronze Skink,Reptilia,Animalia,53645.0
Chalcidoidea,Chalcidoid Wasps,Insecta,Animalia,69750.0
Chalcomitra amethystina,Amethyst Sunbird,Aves,Animalia,145142.0
Chalcomitra senegalensis,Scarlet-chested Sunbird,Aves,Animalia,145143.0
Chalcomitra senegalensis gutturalis,Southern Scarlet-chested Sunbird,Aves,Animalia,697951.0
Chalconotus convexus,Plum Dung Beetle,Insecta,Animalia,577970.0
Chamaecrista absus,Hairy Cassia,Plantae,Plantae,139442.0
Chamaecrista plumosa,,Plantae,Plantae,582044.0
Chamaeleo dilepis,Flap-necked Chameleon,Reptilia,Animalia,32854.0
Chamaeleo namaquensis,Namaqua Chameleon,Reptilia,Animalia,32830.0
Channoidei,Snakeheads,Actinopterygii,Animalia,1303743.0
Chaoboridae,Phantom Midges,Insecta,Animalia,129901.0
Charadrius vociferus,Killdeer,Aves,Animalia,4793.0
Charaxes saturnus,Painted Emperor,Insecta,Animalia,363237.0
Charaxes varanes,White Pearl Emperor,Insecta,Animalia,555760.0
Charaxes varanes varanes,White Pearl Emperor,Insecta,Animalia,555760.0
Charidotella succinea,,Insecta,Animalia,310186.0
Chasmina vestae,,Insecta,Animalia,1283257.0
Chauliodes,Spring and Summer Fishflies,Insecta,Animalia,118926.0
Chauliodinae,Fishflies,Insecta,Animalia,83350.0
Chauliognathus marginatus,Margined Leatherwing Beetle,Insecta,Animalia,84040.0
Cheilomenes bidentata,Lipstick Lady Beetle,Insecta,Animalia,656832.0
Cheilomenes sulphurea,Sulfurous Lady Beetle,Insecta,Animalia,566518.0
Cheilopogon abei,Abe's Flyingfish,Actinopterygii,Animalia,529877.0
Cheirolasia burkei,,Insecta,Animalia,518632.0
Chelydra serpentina,Common Snapping Turtle,Reptilia,Animalia,39682.0
Chiastosternum unicolor,Reddot Toffeebug,Insecta,Animalia,657062.0
Chicobolus spinigerus,Florida Ivory Millipede,Animalia,Animalia,81543.0
Chiliarchum bertolonii,Commoner Spindle Toktokkie,Insecta,Animalia,1164265.0
Chilocorus cacti,Cactus Lady Beetle,Insecta,Animalia,309685.0
Chinavia hilaris,Green Stink Bug,Insecta,Animalia,485010.0
Chiridopsis nigrosepta,,Insecta,Animalia,657104.0
Chiromantis xerampelina,Grey Foam-nest Tree Frog,Amphibia,Animalia,26656.0
Chironomidae,Non-biting Midges,Insecta,Animalia,53275.0
Chloridea virescens,Tobacco Budworm Moth,Insecta,Animalia,509353.0
Chloris,windmill grasses,Plantae,Plantae,62920.0
Chlorocala africana,,Insecta,Animalia,484231.0
Chlorocebus pygerythrus,Southern Vervet Monkey,Mammalia,Animalia,566746.0
Chlorocebus pygerythrus pygerythrus,Southern Vervet Monkey,Mammalia,Animalia,566746.0
Chloroceryle amazona,Amazon Kingfisher,Aves,Animalia,2679.0
Chlorophorus sartor,,Insecta,Animalia,326419.0
Chlorophorus varius,Grape Wood Borer,Insecta,Animalia,129382.0
Chlorophytum saundersiae,Weeping Anthericum,Plantae,Plantae,582216.0
Chloropicus namaquus coalescens,Coastal Bearded Woodpecker,Aves,Animalia,792934.0
Chlosyne damoetas,Rockslide Checkerspot,Insecta,Animalia,450495.0
Chlosyne nycteis,Silvery Checkerspot,Insecta,Animalia,62978.0
Choeradodis rhombicollis,Peruvian Shield Mantis,Insecta,Animalia,446775.0
Chondrodactylus laevigatus,Fischer's Thick-toed Gecko,Reptilia,Animalia,797605.0
Chorisops,,Insecta,Animalia,466702.0
Choristoneura heliaspis,,Insecta,Animalia,657370.0
Chorthippus,Eurasian Field Grasshoppers,Insecta,Animalia,57651.0
Chroicocephalus philadelphia,Bonaparte's Gull,Aves,Animalia,144502.0
Chroicocephalus ridibundus,Black-headed Gull,Aves,Animalia,144510.0
Chromolaena odorata,Siam weed,Plantae,Plantae,199400.0
Chrysis angolensis,,Insecta,Animalia,325772.0
Chrysochloris asiatica,Cape Golden Mole,Mammalia,Animalia,42513.0
Chrysocrambus linetella,Orange-bar Grass-veneer,Insecta,Animalia,497279.0
Chrysolina americana,Rosemary Beetle,Insecta,Animalia,209660.0
Chrysomya marginalis,Regal Blowfly,Insecta,Animalia,513950.0
Chrysopelea paradisi,Paradise Flying Snake,Reptilia,Animalia,27214.0
Chrysoperla carnea,carnea-group Green Lacewings,Insecta,Animalia,858297.0
Chrysoperla rufilabris,Red-lipped Green Lacewing,Insecta,Animalia,59442.0
Chrysopidae,Green Lacewings,Insecta,Animalia,52425.0
Cicada barbara,,Insecta,Animalia,362756.0
Cicadellidae,Typical Leafhoppers,Insecta,Animalia,53237.0
Cicadidae,Typical Cicadas,Insecta,Animalia,50186.0
Cicadoidea,Cicadas,Insecta,Animalia,50190.0
Cichlasoma dimerus,Dimerus Cichlid,Actinopterygii,Animalia,611343.0
Cichlidae,Cichlids,Actinopterygii,Animalia,54196.0
Cichorium intybus,chicory,Plantae,Plantae,52913.0
Ciconia ciconia ciconia,European White Stork,Aves,Animalia,721186.0
Cigaritis ella,Ella’s Bar,Insecta,Animalia,467065.0
Cinnamomum,,Plantae,Plantae,72055.0
Cinnyricinclus leucogaster,Violet-backed Starling,Aves,Animalia,15030.0
Cinnyris frenatus,Sahul Sunbird,Aves,Animalia,1504995.0
Cinnyris manoensis,Eastern Miombo Sunbird,Aves,Animalia,979650.0
Cinnyris talatala,White-bellied Sunbird,Aves,Animalia,145187.0
Cinnyris venustus,Variable Sunbird,Aves,Animalia,145188.0
Circaetus cinereus,Brown Snake-Eagle,Aves,Animalia,5241.0
Circaetus pectoralis,Black-chested Snake-Eagle,Aves,Animalia,5240.0
Circus hudsonius,Northern Harrier,Aves,Animalia,558446.0
Circus ranivorus,African Marsh Harrier,Aves,Animalia,5165.0
Cirina forda,Pallid Emperor,Insecta,Animalia,372596.0
Cirripectes hutchinsi,Hutchins' Blenny,Actinopterygii,Animalia,445787.0
Cirsium arvense,creeping thistle,Plantae,Plantae,60132.0
